rank,title,subhead,count,tag,link,scrape_date
3.0,专家详解“人造太阳”核心技术,核聚变能被写入国家“十五五”规划纲要，并被列入未来产业重点方向。它的基本原理与太阳的能量来源相同，因此被称为“人造太阳”... 查看更多>,7617052,,https://www.baidu.com/s?wd=%E4%B8%93%E5%AE%B6%E8%AF%A6%E8%A7%A3%E2%80%9C%E4%BA%BA%E9%80%A0%E5%A4%AA%E9%98%B3%E2%80%9D%E6%A0%B8%E5%BF%83%E6%8A%80%E6%9C%AF&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
4.0,曝佛得角队长正因强奸指控接受调查,据报道，佛得角国家队队长莱恩·门德斯目前正因一项强奸指控接受新西兰警方调查。案件发生于今年3月，地点位于新西兰奥克兰一家... 查看更多>,7523777,热,https://www.baidu.com/s?wd=%E6%9B%9D%E4%BD%9B%E5%BE%97%E8%A7%92%E9%98%9F%E9%95%BF%E6%AD%A3%E5%9B%A0%E5%BC%BA%E5%A5%B8%E6%8C%87%E6%8E%A7%E6%8E%A5%E5%8F%97%E8%B0%83%E6%9F%A5&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
5.0,小马被游客无人机惊扰 狂奔炸肺死亡,6月25日，新疆和静县牧民家刚出生7天的小马驹，因游客操控无人机持续追逐惊扰，在狂奔躲避中发生炸肺死亡。牧民赶到时小马已... 查看更多>,7426915,热,https://www.baidu.com/s?wd=%E5%B0%8F%E9%A9%AC%E8%A2%AB%E6%B8%B8%E5%AE%A2%E6%97%A0%E4%BA%BA%E6%9C%BA%E6%83%8A%E6%89%B0+%E7%8B%82%E5%A5%94%E7%82%B8%E8%82%BA%E6%AD%BB%E4%BA%A1&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
6.0,世界杯32强对阵表来了,北京时间6月28日，2026年美加墨世界杯小组赛全部结束，32强确定。32强对阵表来了！ 查看更多>,7332350,,https://www.baidu.com/s?wd=%E4%B8%96%E7%95%8C%E6%9D%AF32%E5%BC%BA%E5%AF%B9%E9%98%B5%E8%A1%A8%E6%9D%A5%E4%BA%86&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
7.0,200万粉网红诋毁袁隆平被无限期封禁,6月28日，抖音平台对一名粉丝超200万的农业网红账号实施无限期封禁，因其在视频中将袁隆平院士研发的三系杂交技术污名化为... 查看更多>,7234005,,https://www.baidu.com/s?wd=200%E4%B8%87%E7%B2%89%E7%BD%91%E7%BA%A2%E8%AF%8B%E6%AF%81%E8%A2%81%E9%9A%86%E5%B9%B3%E8%A2%AB%E6%97%A0%E9%99%90%E6%9C%9F%E5%B0%81%E7%A6%81&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
8.0,世界杯伊朗队从天堂跌入地狱,北京时间6月28日，本届世界杯小组赛已经全部结束，阿尔及利亚与奥地利3-3战平携手出线，伊朗球迷经历“一分钟天堂”后梦碎... 查看更多>,7139412,,https://www.baidu.com/s?wd=%E4%B8%96%E7%95%8C%E6%9D%AF%E4%BC%8A%E6%9C%97%E9%98%9F%E4%BB%8E%E5%A4%A9%E5%A0%82%E8%B7%8C%E5%85%A5%E5%9C%B0%E7%8B%B1&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
9.0,伊朗队90分钟被“耍”6次,北京时间6月28日，奥地利与阿尔及利亚3-3戏剧性战平，让伊朗队从天堂到地狱——他们仅在24分钟内触碰出线资格，却经历了... 查看更多>,7042825,,https://www.baidu.com/s?wd=%E4%BC%8A%E6%9C%97%E9%98%9F90%E5%88%86%E9%92%9F%E8%A2%AB%E2%80%9C%E8%80%8D%E2%80%9D6%E6%AC%A1&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
10.0,女生毕业寄几百斤包裹妈妈直呼可怕,近日，武汉一名毕业生从学校往安徽家中寄了12个重达数百斤的包裹，总运费花了1104元，快递堆满半个客厅，收件的妈妈直呼“... 查看更多>,6944716,,https://www.baidu.com/s?wd=%E5%A5%B3%E7%94%9F%E6%AF%95%E4%B8%9A%E5%AF%84%E5%87%A0%E7%99%BE%E6%96%A4%E5%8C%85%E8%A3%B9%E5%A6%88%E5%A6%88%E7%9B%B4%E5%91%BC%E5%8F%AF%E6%80%95&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
11.0,“男子全身被熏黑疑遭雷击”不实,6月26日，四川达州市民拍下一男子全身被熏黑有烧伤，疑似遭雷击。记者从当地镇政府获悉，雷击不实，男子系被鞭炮炸伤。 查看更多>,6857136,,https://www.baidu.com/s?wd=%E2%80%9C%E7%94%B7%E5%AD%90%E5%85%A8%E8%BA%AB%E8%A2%AB%E7%86%8F%E9%BB%91%E7%96%91%E9%81%AD%E9%9B%B7%E5%87%BB%E2%80%9D%E4%B8%8D%E5%AE%9E&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
12.0,台州一派出所被曝集体去KTV招陪侍,近日，浙江台州有网友爆料称，2024年4月下旬，台州温岭市公安局温峤派出所一群警务人员在两名副所长带队下，公然在KTV招... 查看更多>,6752598,,https://www.baidu.com/s?wd=%E5%8F%B0%E5%B7%9E%E4%B8%80%E6%B4%BE%E5%87%BA%E6%89%80%E8%A2%AB%E6%9B%9D%E9%9B%86%E4%BD%93%E5%8E%BBKTV%E6%8B%9B%E9%99%AA%E4%BE%8D&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
13.0,伊朗队队长怒斥国际足联：极其不公平,据外媒6月27日报道，在美加墨世界杯小组赛第三轮伊朗队与埃及队战平后，伊朗国家队队长迈赫迪·塔雷米在赛后记者会上怒斥国际... 查看更多>,6666433,,https://www.baidu.com/s?wd=%E4%BC%8A%E6%9C%97%E9%98%9F%E9%98%9F%E9%95%BF%E6%80%92%E6%96%A5%E5%9B%BD%E9%99%85%E8%B6%B3%E8%81%94%EF%BC%9A%E6%9E%81%E5%85%B6%E4%B8%8D%E5%85%AC%E5%B9%B3&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
14.0,考生分数够报清华 仍坚定选择南大,来自湖北省武昌实验中学高三二班的王盺博，高考分数足够报考清华大学，但他仍坚定选择南京大学，这位考生的回答让人意外。 查看更多>,6567455,,https://www.baidu.com/s?wd=%E8%80%83%E7%94%9F%E5%88%86%E6%95%B0%E5%A4%9F%E6%8A%A5%E6%B8%85%E5%8D%8E+%E4%BB%8D%E5%9D%9A%E5%AE%9A%E9%80%89%E6%8B%A9%E5%8D%97%E5%A4%A7&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
15.0,割草女孩代表北大回母校招生,2025年，云南临沧女孩张镜因割牛草时收到北大录取通知书走红，以670分考入北大中文系。近日，她作为北大招生学生代表返回... 查看更多>,6469557,,https://www.baidu.com/s?wd=%E5%89%B2%E8%8D%89%E5%A5%B3%E5%AD%A9%E4%BB%A3%E8%A1%A8%E5%8C%97%E5%A4%A7%E5%9B%9E%E6%AF%8D%E6%A0%A1%E6%8B%9B%E7%94%9F&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
16.0,乌拉圭门将：向全国人民道歉,6月27日，世界杯H组第3轮，乌拉圭0比1不敌西班牙。乌拉圭2平1负积2分排名小组第3，已无法跻身成绩更好的8个小组第3... 查看更多>,6376557,,https://www.baidu.com/s?wd=%E4%B9%8C%E6%8B%89%E5%9C%AD%E9%97%A8%E5%B0%86%EF%BC%9A%E5%90%91%E5%85%A8%E5%9B%BD%E4%BA%BA%E6%B0%91%E9%81%93%E6%AD%89&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
17.0,韩媒气到给主帅打码,国家队主帅接受电视新闻采访，画面里的脸被糊成了马赛克。这种通常只留给嫌疑犯或者不愿露面的爆料者的处理方式，这回被韩国KB... 查看更多>,6281060,,https://www.baidu.com/s?wd=%E9%9F%A9%E5%AA%92%E6%B0%94%E5%88%B0%E7%BB%99%E4%B8%BB%E5%B8%85%E6%89%93%E7%A0%81&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
18.0,巴西小将认不出日本球员,巴西19岁前锋拉扬在6月27日世界杯1/8决赛前的新闻发布会上坦言不认识日本队最具威胁的球员，引发对其是否轻视对手的争议... 查看更多>,6175925,,https://www.baidu.com/s?wd=%E5%B7%B4%E8%A5%BF%E5%B0%8F%E5%B0%86%E8%AE%A4%E4%B8%8D%E5%87%BA%E6%97%A5%E6%9C%AC%E7%90%83%E5%91%98&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
19.0,“爸爸头发短了 就演不了坏人了”,云南德宏边境管理支队陇川边境管理大队诚警官坚守缉毒一线27年，因工作需要常伪装身份并以多种“戏服”掩藏警察身份，曾侦破多... 查看更多>,6095189,新,https://www.baidu.com/s?wd=%E2%80%9C%E7%88%B8%E7%88%B8%E5%A4%B4%E5%8F%91%E7%9F%AD%E4%BA%86+%E5%B0%B1%E6%BC%94%E4%B8%8D%E4%BA%86%E5%9D%8F%E4%BA%BA%E4%BA%86%E2%80%9D&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
20.0,伊朗队最后时刻出局,北京时间6月28日，世界杯小组赛J组第三轮，阿尔及利亚3-3奥地利、约旦1-3阿根廷。至此，本届世界杯32强也尘埃落定，... 查看更多>,5995528,热,https://www.baidu.com/s?wd=%E4%BC%8A%E6%9C%97%E9%98%9F%E6%9C%80%E5%90%8E%E6%97%B6%E5%88%BB%E5%87%BA%E5%B1%80&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
21.0,世界杯32强全部出炉,北京时间6月28日，2026年美加墨世界杯小组赛收官。在J组的最后两场小组赛中，约旦1-3不敌阿根廷，阿尔及利亚3-3战... 查看更多>,5901457,热,https://www.baidu.com/s?wd=%E4%B8%96%E7%95%8C%E6%9D%AF32%E5%BC%BA%E5%85%A8%E9%83%A8%E5%87%BA%E7%82%89&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
22.0,当一档女性节目选择关“美颜滤镜”,《乘风2026》主动放弃了剪辑、修音，启用直播全开麦模式。开播初期，那些过度真实的画面掀起了不少争议。但临近收官，观众才... 查看更多>,5800590,,https://www.baidu.com/s?wd=%E5%BD%93%E4%B8%80%E6%A1%A3%E5%A5%B3%E6%80%A7%E8%8A%82%E7%9B%AE%E9%80%89%E6%8B%A9%E5%85%B3%E2%80%9C%E7%BE%8E%E9%A2%9C%E6%BB%A4%E9%95%9C%E2%80%9D&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
23.0,维嘉回应“人老了做什么都心酸”,6月27日，李维嘉在综艺《快乐老家》媒体见面会上回应网络热梗“人老了做什么都心酸”，称心酸也是一种生活态度，强调生活需挑... 查看更多>,5710578,,https://www.baidu.com/s?wd=%E7%BB%B4%E5%98%89%E5%9B%9E%E5%BA%94%E2%80%9C%E4%BA%BA%E8%80%81%E4%BA%86%E5%81%9A%E4%BB%80%E4%B9%88%E9%83%BD%E5%BF%83%E9%85%B8%E2%80%9D&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
24.0,河南一村支书组织清除村内护坡,近日，河南商丘一名村支书组织村民清理村内挤占公共道路的护坡，移除影响交通的杂草、石块和杂物，并计划加宽路面、增设停车位和... 查看更多>,5613580,,https://www.baidu.com/s?wd=%E6%B2%B3%E5%8D%97%E4%B8%80%E6%9D%91%E6%94%AF%E4%B9%A6%E7%BB%84%E7%BB%87%E6%B8%85%E9%99%A4%E6%9D%91%E5%86%85%E6%8A%A4%E5%9D%A1&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
25.0,毕业7年后他决定再唱《起风了》,6月27日，青岛大学2019届毕业生苑光昊在毕业7年后决定再次演唱曾引发网络轰动的歌曲《起风了》。2019年他与同学宋姿... 查看更多>,5512915,新,https://www.baidu.com/s?wd=%E6%AF%95%E4%B8%9A7%E5%B9%B4%E5%90%8E%E4%BB%96%E5%86%B3%E5%AE%9A%E5%86%8D%E5%94%B1%E3%80%8A%E8%B5%B7%E9%A3%8E%E4%BA%86%E3%80%8B&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
26.0,宝妈高铁求看娃三人同时默契守护,一位独自带婴儿乘坐高铁的宝妈因需放置推车，向邻座乘客求助临时照看孩子。三名素不相识的乘客同时放下手机，转身默契守护婴儿，... 查看更多>,5409254,,https://www.baidu.com/s?wd=%E5%AE%9D%E5%A6%88%E9%AB%98%E9%93%81%E6%B1%82%E7%9C%8B%E5%A8%83%E4%B8%89%E4%BA%BA%E5%90%8C%E6%97%B6%E9%BB%98%E5%A5%91%E5%AE%88%E6%8A%A4&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
27.0,哥伦比亚头名出线 球迷：C罗在哪里,狂上嘴脸了！世界杯小组赛末轮哥伦比亚0-0战平葡萄牙，成功力压对手以小组头名出线。赛后哥伦比亚球迷也是疯狂庆祝，对着镜头... 查看更多>,5330920,新,https://www.baidu.com/s?wd=%E5%93%A5%E4%BC%A6%E6%AF%94%E4%BA%9A%E5%A4%B4%E5%90%8D%E5%87%BA%E7%BA%BF+%E7%90%83%E8%BF%B7%EF%BC%9AC%E7%BD%97%E5%9C%A8%E5%93%AA%E9%87%8C&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
28.0,这四种“健康食物”可能正悄悄坑你,北京儿童医院顺义妇儿医院临床营养科主任医师李永进指出，四类标榜“天然”“粗粮”“0添加”的食品实为健康陷阱：鲜榨果汁因去... 查看更多>,5224361,,https://www.baidu.com/s?wd=%E8%BF%99%E5%9B%9B%E7%A7%8D%E2%80%9C%E5%81%A5%E5%BA%B7%E9%A3%9F%E7%89%A9%E2%80%9D%E5%8F%AF%E8%83%BD%E6%AD%A3%E6%82%84%E6%82%84%E5%9D%91%E4%BD%A0&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
29.0,韩国球迷终于解脱了,结合此前世界杯小组第三晋级规则的背景，韩国队在本届世界杯中被积4分的刚果金（民主刚果）挤出成绩最优小组第三的前八名，彻底... 查看更多>,5139776,,https://www.baidu.com/s?wd=%E9%9F%A9%E5%9B%BD%E7%90%83%E8%BF%B7%E7%BB%88%E4%BA%8E%E8%A7%A3%E8%84%B1%E4%BA%86&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
30.0,葡萄牙落入死亡半区 甲亢哥要崩溃了,葡萄牙队三战1胜2平，小组第二晋级淘汰赛。1/16先对阵克罗地亚，如取胜1/8遭遇西班牙和奥地利的胜者，后续大概率还要和... 查看更多>,5046736,,https://www.baidu.com/s?wd=%E8%91%A1%E8%90%84%E7%89%99%E8%90%BD%E5%85%A5%E6%AD%BB%E4%BA%A1%E5%8D%8A%E5%8C%BA+%E7%94%B2%E4%BA%A2%E5%93%A5%E8%A6%81%E5%B4%A9%E6%BA%83%E4%BA%86&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
31.0,舅舅推婴儿车同时遛俩娃和小猫,近日，一名舅舅推婴儿车遛两名幼童时，小猫主动牵引车头前行，形成“人推猫拉”的趣味场景。网友：原来小猫才是带娃“主力军”！ 查看更多>,4942763,,https://www.baidu.com/s?wd=%E8%88%85%E8%88%85%E6%8E%A8%E5%A9%B4%E5%84%BF%E8%BD%A6%E5%90%8C%E6%97%B6%E9%81%9B%E4%BF%A9%E5%A8%83%E5%92%8C%E5%B0%8F%E7%8C%AB&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
32.0,0败的佛得角vs全胜的阿根廷,2026年美加墨世界杯32强席位已全部落定。3平对手的佛得角将对阵目前全胜的阿根廷。32强上半区开启困难模式。 查看更多>,4838865,新,https://www.baidu.com/s?wd=0%E8%B4%A5%E7%9A%84%E4%BD%9B%E5%BE%97%E8%A7%92vs%E5%85%A8%E8%83%9C%E7%9A%84%E9%98%BF%E6%A0%B9%E5%BB%B7&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
33.0,女子山间徒步遭蚂蝗吸血全程无感,近日，上海的朱女士在浙江绍兴诸暨梓坞山徒步时，因挽起裤脚被蚂蝗钻入裤腿吸血，竟全程无痛感，下山换鞋时才发现裤腿有血迹。朱... 查看更多>,4755262,,https://www.baidu.com/s?wd=%E5%A5%B3%E5%AD%90%E5%B1%B1%E9%97%B4%E5%BE%92%E6%AD%A5%E9%81%AD%E8%9A%82%E8%9D%97%E5%90%B8%E8%A1%80%E5%85%A8%E7%A8%8B%E6%97%A0%E6%84%9F&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
34.0,专家：美军在南海“自己加戏”,查看更多>,4660344,新,https://www.baidu.com/s?wd=%E4%B8%93%E5%AE%B6%EF%BC%9A%E7%BE%8E%E5%86%9B%E5%9C%A8%E5%8D%97%E6%B5%B7%E2%80%9C%E8%87%AA%E5%B7%B1%E5%8A%A0%E6%88%8F%E2%80%9D&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
35.0,28岁产妇昏迷家人录孩子哭声打气,查看更多>,4548160,,https://www.baidu.com/s?wd=28%E5%B2%81%E4%BA%A7%E5%A6%87%E6%98%8F%E8%BF%B7%E5%AE%B6%E4%BA%BA%E5%BD%95%E5%AD%A9%E5%AD%90%E5%93%AD%E5%A3%B0%E6%89%93%E6%B0%94&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
36.0,高考生摆六科目老师大头照鞭策自己,近日，华中师大一附中考生南香睿以714分高考成绩引发关注，备考期间在书桌摆放六科目老师大头照作为独特激励方式，他表示：老... 查看更多>,4477101,,https://www.baidu.com/s?wd=%E9%AB%98%E8%80%83%E7%94%9F%E6%91%86%E5%85%AD%E7%A7%91%E7%9B%AE%E8%80%81%E5%B8%88%E5%A4%A7%E5%A4%B4%E7%85%A7%E9%9E%AD%E7%AD%96%E8%87%AA%E5%B7%B1&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
37.0,苦熬3天出局 韩国媒体一片哀嚎,6月28日，世界杯小组赛最后一天，民主刚果3-1击败乌兹别克斯坦。韩国队确定无缘12个小组第三的前8名，从而正式出局。赛... 查看更多>,4353987,新,https://www.baidu.com/s?wd=%E8%8B%A6%E7%86%AC3%E5%A4%A9%E5%87%BA%E5%B1%80+%E9%9F%A9%E5%9B%BD%E5%AA%92%E4%BD%93%E4%B8%80%E7%89%87%E5%93%80%E5%9A%8E&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
38.0,女子携两大包浸泡毒品旧衣入境,查看更多>,4266510,,https://www.baidu.com/s?wd=%E5%A5%B3%E5%AD%90%E6%90%BA%E4%B8%A4%E5%A4%A7%E5%8C%85%E6%B5%B8%E6%B3%A1%E6%AF%92%E5%93%81%E6%97%A7%E8%A1%A3%E5%85%A5%E5%A2%83&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
39.0,18岁男子双目失明后穷游近40个城市,查看更多>,4188158,,https://www.baidu.com/s?wd=18%E5%B2%81%E7%94%B7%E5%AD%90%E5%8F%8C%E7%9B%AE%E5%A4%B1%E6%98%8E%E5%90%8E%E7%A9%B7%E6%B8%B8%E8%BF%9140%E4%B8%AA%E5%9F%8E%E5%B8%82&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
40.0,阿根廷3-1约旦,梅西世界杯连续三场破门，阿根廷3比1战胜约旦。 查看更多>,4087588,,https://www.baidu.com/s?wd=%E9%98%BF%E6%A0%B9%E5%BB%B73-1%E7%BA%A6%E6%97%A6&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
41.0,欧盟委员会“只有领导才能吹空调”,欧洲遭遇罕见猛烈超级热浪，当地空调普及率本就远低于全球主要经济体。当地时间6月27日，位于布鲁塞尔的欧盟委员会大楼仅关闭... 查看更多>,3964982,,https://www.baidu.com/s?wd=%E6%AC%A7%E7%9B%9F%E5%A7%94%E5%91%98%E4%BC%9A%E2%80%9C%E5%8F%AA%E6%9C%89%E9%A2%86%E5%AF%BC%E6%89%8D%E8%83%BD%E5%90%B9%E7%A9%BA%E8%B0%83%E2%80%9D&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
42.0,民警巧用牙签拆卡保住市民11万余元,近日，广州警方接到反诈预警，市民王女士遭遇冒充短视频平台客服诈骗，民警迅速上门拦截。发现王女士的手机已被诈骗分子控制后，... 查看更多>,3872810,,https://www.baidu.com/s?wd=%E6%B0%91%E8%AD%A6%E5%B7%A7%E7%94%A8%E7%89%99%E7%AD%BE%E6%8B%86%E5%8D%A1%E4%BF%9D%E4%BD%8F%E5%B8%82%E6%B0%9111%E4%B8%87%E4%BD%99%E5%85%83&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
43.0,博主遛超长大狗 网友：以为牵了油条,近日，上海一博主在街上遛超长大狗，网友热评：第一眼以为牵了油条。 查看更多>,3783906,新,https://www.baidu.com/s?wd=%E5%8D%9A%E4%B8%BB%E9%81%9B%E8%B6%85%E9%95%BF%E5%A4%A7%E7%8B%97+%E7%BD%91%E5%8F%8B%EF%BC%9A%E4%BB%A5%E4%B8%BA%E7%89%B5%E4%BA%86%E6%B2%B9%E6%9D%A1&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
44.0,河南一孩子掉5米深井：用烂木板遮盖,查看更多>,3697723,,https://www.baidu.com/s?wd=%E6%B2%B3%E5%8D%97%E4%B8%80%E5%AD%A9%E5%AD%90%E6%8E%895%E7%B1%B3%E6%B7%B1%E4%BA%95%EF%BC%9A%E7%94%A8%E7%83%82%E6%9C%A8%E6%9D%BF%E9%81%AE%E7%9B%96&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
45.0,阿根廷主帅谈佛得角队：难缠强大,6月27日，阿根廷队以3:1击败小组赛最后一个对手约旦队，以三连胜战绩挺进美加墨世界杯淘汰赛。赛后展望与佛得角队的32强... 查看更多>,3622686,新,https://www.baidu.com/s?wd=%E9%98%BF%E6%A0%B9%E5%BB%B7%E4%B8%BB%E5%B8%85%E8%B0%88%E4%BD%9B%E5%BE%97%E8%A7%92%E9%98%9F%EF%BC%9A%E9%9A%BE%E7%BC%A0%E5%BC%BA%E5%A4%A7&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
46.0,C罗将对阵莫德里奇,北京时间6月28日，世界杯小组赛最后一轮，葡萄牙0-0战平哥伦比亚，葡萄牙小组第二出线。根据最新的赛程签位，葡萄牙在1/... 查看更多>,3501440,,https://www.baidu.com/s?wd=C%E7%BD%97%E5%B0%86%E5%AF%B9%E9%98%B5%E8%8E%AB%E5%BE%B7%E9%87%8C%E5%A5%87&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
47.0,WTT美国大满贯正赛首日国乒11人出战,美国大满贯6月29日赛程来了：WTT美国大满贯6月29日打响正赛，首日国乒11人出战。 查看更多>,3390660,,https://www.baidu.com/s?wd=WTT%E7%BE%8E%E5%9B%BD%E5%A4%A7%E6%BB%A1%E8%B4%AF%E6%AD%A3%E8%B5%9B%E9%A6%96%E6%97%A5%E5%9B%BD%E4%B9%9211%E4%BA%BA%E5%87%BA%E6%88%98&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
48.0,苏格兰主帅辞职,日前，苏格兰队官方确认，主帅克拉克辞职。本届美加墨世界杯，位于C组的苏格兰1胜2负排名小组第3，净胜球-3。在小组第3排... 查看更多>,3322738,,https://www.baidu.com/s?wd=%E8%8B%8F%E6%A0%BC%E5%85%B0%E4%B8%BB%E5%B8%85%E8%BE%9E%E8%81%8C&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
49.0,四川25岁外卖女孩考上研究生,查看更多>,3211897,新,https://www.baidu.com/s?wd=%E5%9B%9B%E5%B7%9D25%E5%B2%81%E5%A4%96%E5%8D%96%E5%A5%B3%E5%AD%A9%E8%80%83%E4%B8%8A%E7%A0%94%E7%A9%B6%E7%94%9F&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
50.0,肖战白玉兰后回青岛继续拍摄,查看更多>,3117552,,https://www.baidu.com/s?wd=%E8%82%96%E6%88%98%E7%99%BD%E7%8E%89%E5%85%B0%E5%90%8E%E5%9B%9E%E9%9D%92%E5%B2%9B%E7%BB%A7%E7%BB%AD%E6%8B%8D%E6%91%84&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_09.00
,中国密集开展周边外交展现睦邻之道,6月26日，习近平主席在人民大会堂先后会见两位来自亚洲邻国的外宾：孟加拉国总理塔里克，柬埔寨人民党主席、参议院主席洪森。... 查看更多>,7904871,,https://www.baidu.com/s?wd=%E4%B8%AD%E5%9B%BD%E5%AF%86%E9%9B%86%E5%BC%80%E5%B1%95%E5%91%A8%E8%BE%B9%E5%A4%96%E4%BA%A4%E5%B1%95%E7%8E%B0%E7%9D%A6%E9%82%BB%E4%B9%8B%E9%81%93&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_05.28
1.0,伊朗队最后时刻出局,北京时间6月28日，世界杯小组赛J组第三轮，阿尔及利亚3-3奥地利、约旦1-3阿根廷。至此，本届世界杯32强也尘埃落定，... 查看更多>,7809046,新,https://www.baidu.com/s?wd=%E4%BC%8A%E6%9C%97%E9%98%9F%E6%9C%80%E5%90%8E%E6%97%B6%E5%88%BB%E5%87%BA%E5%B1%80&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_05.28
2.0,世界杯32强全部出炉,北京时间6月28日，2026年美加墨世界杯小组赛收官。在J组的最后两场小组赛中，约旦1-3不敌阿根廷，阿尔及利亚3-3战... 查看更多>,7714025,新,https://www.baidu.com/s?wd=%E4%B8%96%E7%95%8C%E6%9D%AF32%E5%BC%BA%E5%85%A8%E9%83%A8%E5%87%BA%E7%82%89&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_05.28
3.0,“人造太阳”取得重要突破,6月27日，中国科学院合肥物质科学研究院等离子体物理研究所“人造太阳”项目取得最新进展。其中，环向场磁体完成最后制备工艺... 查看更多>,7617254,,https://www.baidu.com/s?wd=%E2%80%9C%E4%BA%BA%E9%80%A0%E5%A4%AA%E9%98%B3%E2%80%9D%E5%8F%96%E5%BE%97%E9%87%8D%E8%A6%81%E7%AA%81%E7%A0%B4&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_05.28
4.0,韩国队出局,北京时间6月28日，民主刚果队3-1逆转乌兹别克斯坦队。赛后民主刚果队积4分以小组第三的成绩直接晋级淘汰赛。随着民主刚果... 查看更多>,7521891,热,https://www.baidu.com/s?wd=%E9%9F%A9%E5%9B%BD%E9%98%9F%E5%87%BA%E5%B1%80&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_05.28
5.0,三战高考女孩查分大哭看哭网友,6月25日，山东济宁播音生‌董同学‌经历三次高考，前两年分别以1分、6分之差与中国传媒大学失之交臂，第三次高考以495分... 查看更多>,7429334,新,https://www.baidu.com/s?wd=%E4%B8%89%E6%88%98%E9%AB%98%E8%80%83%E5%A5%B3%E5%AD%A9%E6%9F%A5%E5%88%86%E5%A4%A7%E5%93%AD%E7%9C%8B%E5%93%AD%E7%BD%91%E5%8F%8B&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_05.28
6.0,德国人为抢中国空调开始氪金了,西欧遭强热浪侵袭，德国多地气温超37℃，国产免安装移动空调爆火脱销。德国开发者搭建付费信息站，用户花2.69欧元即可获取... 查看更多>,7328281,热,https://www.baidu.com/s?wd=%E5%BE%B7%E5%9B%BD%E4%BA%BA%E4%B8%BA%E6%8A%A2%E4%B8%AD%E5%9B%BD%E7%A9%BA%E8%B0%83%E5%BC%80%E5%A7%8B%E6%B0%AA%E9%87%91%E4%BA%86&sa=fyb_news&rsv_dl=fyb_news,2026-06-28_05.28
